postcode,regional_category,irsd_score,irsd_decile,seifa_population,total_population,median_hhd_income_weekly,median_mortgage_monthly,median_rent_weekly,one_parent_families,total_families,total_mortgage_dwellings,total_rental_dwellings,total_unemployed,total_labour_force,unemployment_rate,single_parent_pct,rent_to_income_ratio,unemployment_rate_log,rent_to_income_ratio_log,total_population_log,rent_to_income_winsor,rent_to_income_final,unemployment_rate_sqrt,cluster,risk_profile
3333,Cities and Major Regional Centres,1005.6490267,6,864.0,864.0,1517.0,300.0,1657.0,82.0,697.0,140.0,42.0,17.0,433.0,0.0393,0.1176,1.0923,0.03854740961223893,0.7382639393630684,6.762729506931879,1.0923,0.7382639393630684,0.1982422760159901,3,medium-high
3334,Regional Centres and Other Regional Areas,998.93623723,5,544.0,544.0,1559.0,200.0,1613.0,59.0,383.0,88.0,22.0,8.0,266.0,0.0301,0.154,1.0346,0.029655884907510657,0.7102992393775108,6.300785794663244,1.0346,0.7102992393775108,0.17349351572897473,3,medium-high
3340,Cities and Major Regional Centres,1011.609353,6,25614.0,25614.0,1733.0,340.0,1806.0,3114.0,21161.0,4334.0,1862.0,526.0,12996.0,0.0405,0.1472,1.0421,0.03970136685155207,0.7139786901398784,10.150933396373302,1.0421,0.7139786901398784,0.20124611797498107,2,low
3341,Regional Centres and Other Regional Areas,1047.5380797,8,1644.0,1644.0,1777.0,360.0,2115.0,138.0,1385.0,312.0,21.0,24.0,920.0,0.0261,0.0996,1.1902,0.025765207886026414,0.7839928638595217,7.405495663199472,1.1902,0.7839928638595217,0.16155494421403513,2,low
3342,Cities and Major Regional Centres,1012.8177025,6,3946.0,3946.0,1647.0,330.0,1612.0,415.0,3170.0,664.0,250.0,72.0,1961.0,0.0367,0.1309,0.9787,0.03604259134692935,0.6824400634162573,8.280711075662847,0.9787,0.6824400634162573,0.1915724406066802,2,low
3345,Regional Centres and Other Regional Areas,1045.0892525,8,1393.0,1393.0,1733.0,320.0,2012.0,116.0,1168.0,262.0,40.0,15.0,711.0,0.0211,0.0993,1.161,0.020880477579355235,0.770571077524749,7.2399325913204695,1.161,0.770571077524749,0.1452583904633395,2,low
3350,Regional Centres and Other Regional Areas,1007.0200787,6,66022.0,66022.0,1517.0,300.0,1503.0,7891.0,48724.0,8437.0,8584.0,1551.0,33384.0,0.0465,0.162,0.9908,0.04545126290391737,0.688536568002262,11.097758445150307,0.9908,0.688536568002262,0.21563858652847825,0,high
3351,Regional Centres and Other Regional Areas,1021.6585939,7,9106.0,9106.0,1500.0,280.0,1684.0,773.0,7582.0,1504.0,204.0,160.0,4586.0,0.0349,0.102,1.1227,0.0343048036919903,0.7526888632682612,9.11679862756782,1.1227,0.7526888632682612,0.18681541692269404,2,low
3352,Regional Centres and Other Regional Areas,1039.7981488,8,18922.0,18922.0,1600.0,322.0,1858.0,1576.0,15626.0,3101.0,658.0,273.0,9795.0,0.0279,0.1009,1.1612,0.027517886036739245,0.7706636229877737,9.848133392404051,1.1612,0.7706636229877737,0.16703293088490065,2,low
3355,Regional Centres and Other Regional Areas,887.82856293,1,13059.0,13059.0,1254.0,260.0,1062.0,2288.0,9014.0,1188.0,2206.0,353.0,5283.0,0.0668,0.2538,0.8469,0.06466351332572215,0.6135085578997286,9.477309402830421,0.8469,0.6135085578997286,0.2584569596664017,0,high
3356,Regional Centres and Other Regional Areas,895.03372028,1,15601.0,15601.0,1250.0,270.0,1112.0,2884.0,11147.0,1929.0,2323.0,451.0,6842.0,0.0659,0.2587,0.8896,0.06381951271295404,0.6363651664609608,9.655154390148258,0.8896,0.6363651664609608,0.2567099530598687,0,high
3357,Regional Centres and Other Regional Areas,1071.7680853,9,3797.0,3797.0,1733.0,305.0,1745.0,314.0,3144.0,521.0,180.0,45.0,1800.0,0.025,0.0999,1.0069,0.0246926125903715,0.6965912429625004,8.242229891372231,1.0069,0.6965912429625004,0.15811388300841897,2,low
3358,Regional Centres and Other Regional Areas,1034.8169844,7,3440.0,3440.0,1600.0,390.0,2013.0,384.0,2906.0,684.0,288.0,69.0,1947.0,0.0354,0.1321,1.2581,0.03478782548566393,0.814523751726459,8.14351740579748,1.2581,0.814523751726459,0.1881488772222678,2,low
3360,Regional Centres and Other Regional Areas,957.44797366,3,803.0,803.0,1127.0,280.0,1187.0,98.0,623.0,117.0,44.0,21.0,343.0,0.0612,0.1573,1.0532,0.05940034328144753,0.719399551704011,6.6895992691789665,1.0532,0.719399551704011,0.24738633753705963,0,high
3361,Regional Centres and Other Regional Areas,924.79652723,2,695.0,695.0,867.0,190.0,964.0,84.0,453.0,87.0,36.0,20.0,274.0,0.073,0.1854,1.1119,0.07045846364856141,0.7475880162381917,6.54534966033442,1.1119,0.7475880162381917,0.2701851217221259,0,high
3363,Regional Centres and Other Regional Areas,975.49766472,4,3598.0,3598.0,1300.0,275.0,1178.0,363.0,2570.0,496.0,255.0,67.0,1502.0,0.0446,0.1412,0.9062,0.04363403702006131,0.6451117315213885,8.188411308079031,0.9062,0.6451117315213885,0.21118712081942875,0,high
3364,Regional Centres and Other Regional Areas,1042.3430092,8,2272.0,2272.0,1553.0,207.0,1458.0,147.0,1762.0,317.0,66.0,30.0,1119.0,0.0268,0.0834,0.9388,0.026447170014848292,0.6620692249890838,7.728855823852543,0.9388,0.6620692249890838,0.163707055437449,2,low
3370,Regional Centres and Other Regional Areas,923.63499636,2,1900.0,1900.0,1127.0,220.0,1048.0,241.0,1398.0,277.0,113.0,58.0,773.0,0.075,0.1724,0.9299,0.07232066157962612,0.6574681881029273,7.550135342488429,0.9299,0.6574681881029273,0.27386127875258304,0,high
3371,Regional Centres and Other Regional Areas,920.96106385,2,1090.0,1090.0,964.0,190.0,900.0,118.0,704.0,161.0,36.0,17.0,404.0,0.0421,0.1676,0.9336,0.041237908016244745,0.6593835504071361,6.994849985833071,0.9336,0.6593835504071361,0.2051828452868319,0,high
3373,Regional Centres and Other Regional Areas,952.50987111,3,2453.0,2453.0,1213.0,231.0,1111.0,252.0,1741.0,318.0,152.0,42.0,1068.0,0.0393,0.1447,0.9159,0.03854740961223893,0.6501874861198097,7.805474625270857,0.9159,0.6501874861198097,0.1982422760159901,0,high
3374,Regional Centres and Other Regional Areas,1019.3140924,6,425.0,425.0,1231.0,200.0,1474.0,31.0,315.0,60.0,17.0,7.0,213.0,0.0329,0.0984,1.1974,0.032370380030450716,0.7872748432846435,6.054439346269371,1.1974,0.7872748432846435,0.18138357147217055,3,medium-high
3375,Regional Centres and Other Regional Areas,1003.6568699,6,236.0,236.0,888.0,169.0,1458.0,18.0,200.0,18.0,14.0,0.0,116.0,0.0,0.09,1.6419,0.0,0.9714983552702496,5.4680601411351315,1.6419,0.9714983552702496,0.0,1,medium-low
3377,Regional Centres and Other Regional Areas,939.75695667,2,9602.0,9602.0,1083.0,250.0,1239.0,1116.0,6388.0,1097.0,879.0,153.0,4068.0,0.0376,0.1747,1.144,0.036910354020097076,0.7626732432085555,9.169830828637973,1.144,0.7626732432085555,0.19390719429665315,0,high
3378,Regional Centres and Other Regional Areas,1064.924167,9,140.0,140.0,800.0,135.0,1481.0,8.0,101.0,12.0,9.0,0.0,82.0,0.0,0.0792,1.8513,0.0,1.0477750306310512,4.948759890378168,1.8513,1.0477750306310512,0.0,1,medium-low
3379,Regional Centres and Other Regional Areas,989.15005388,5,749.0,749.0,677.0,150.0,1173.0,57.0,536.0,50.0,32.0,14.0,347.0,0.0403,0.1063,1.7326,0.03950913309471249,1.0052535369222504,6.620073206530356,1.7326,1.0052535369222504,0.2007485989988473,3,medium-high
3380,Regional Centres and Other Regional Areas,925.4049267,2,6220.0,6220.0,973.0,210.0,1127.0,677.0,4333.0,705.0,645.0,118.0,2738.0,0.0431,0.1562,1.1583,0.04219704869978835,0.7693208747827878,8.73568594451502,1.1583,0.7693208747827878,0.20760539492026694,0,high
3381,Regional Centres and Other Regional Areas,1021.198212,7,1401.0,1401.0,1300.0,250.0,1472.0,83.0,920.0,152.0,81.0,23.0,684.0,0.0336,0.0902,1.1323,0.03304785404620035,0.7572012093500512,7.2456550675945355,1.1323,0.7572012093500512,0.1833030277982336,3,medium-high
3384,Regional Centres and Other Regional Areas,979.45912416,4,608.0,608.0,867.0,155.0,1125.0,45.0,444.0,60.0,19.0,15.0,271.0,0.0554,0.1014,1.2976,0.05391984198943043,0.831865099871768,6.411818267709897,1.2976,0.831865099871768,0.2353720459187964,3,medium-high
3385,Regional Centres and Other Regional Areas,1034.4286347,7,541.0,541.0,867.0,196.0,1259.0,28.0,408.0,64.0,16.0,4.0,248.0,0.0161,0.0686,1.4521,0.015971769509698662,0.8969448002766174,6.295266001439646,1.4521,0.8969448002766174,0.1268857754044952,3,medium-high
3387,Regional Centres and Other Regional Areas,1033.3140629,7,289.0,289.0,813.0,170.0,1169.0,14.0,221.0,22.0,11.0,4.0,158.0,0.0253,0.0633,1.4379,0.0249852526939085,0.8911370129906149,5.66988092298052,1.4379,0.8911370129906149,0.15905973720586866,3,medium-high
3388,Regional Centres and Other Regional Areas,960.69963183,3,567.0,567.0,650.0,165.0,1115.0,51.0,418.0,45.0,22.0,9.0,243.0,0.037,0.122,1.7154,0.036331929247390274,0.9989392721840438,6.342121418721152,1.7154,0.9989392721840438,0.19235384061671346,3,medium-high
3390,Regional Centres and Other Regional Areas,932.5227986,2,957.0,957.0,701.0,180.0,1026.0,120.0,727.0,111.0,73.0,10.0,383.0,0.0261,0.1651,1.4636,0.025765207886026414,0.9016236948307512,6.86484777797086,1.4636,0.9016236948307512,0.16155494421403513,0,high
3391,Regional Centres and Other Regional Areas,974.10917141,4,181.0,181.0,510.0,165.0,1350.0,25.0,133.0,11.0,3.0,3.0,81.0,0.037,0.188,2.6471,0.036331929247390274,1.293932331247721,5.204006687076795,2.6471,1.293932331247721,0.19235384061671346,3,medium-high
3392,Regional Centres and Other Regional Areas,946.60567503,3,584.0,584.0,542.0,160.0,968.0,58.0,400.0,50.0,28.0,9.0,237.0,0.038,0.145,1.786,0.037295784743696894,1.0246068753576139,6.371611847231857,1.786,1.0246068753576139,0.19493588689617927,3,medium-high
3393,Regional Centres and Other Regional Areas,937.57360297,2,2614.0,2614.0,750.0,180.0,1137.0,300.0,1794.0,273.0,214.0,27.0,1112.0,0.0243,0.1672,1.516,0.024009452460351865,0.922670338838194,7.869019376499024,1.516,0.922670338838194,0.15588457268119896,0,high
3395,Regional Centres and Other Regional Areas,938.69566426,2,350.0,350.0,570.0,80.0,1080.0,21.0,254.0,24.0,21.0,6.0,154.0,0.039,0.0827,1.8947,0.03825871211709034,1.0628814787123106,5.860786223465865,1.8947,1.0628814787123106,0.19748417658131498,3,medium-high
3396,Regional Centres and Other Regional Areas,959.05053345,3,694.0,694.0,650.0,150.0,1120.0,63.0,489.0,47.0,47.0,8.0,302.0,0.0265,0.1288,1.7231,0.02615495747685121,1.0017709372185544,6.543911845564792,1.7231,1.0017709372185544,0.16278820596099705,3,medium-high
3400,Regional Centres and Other Regional Areas,966.60607587,3,15134.0,15134.0,1187.0,245.0,1294.0,1898.0,11056.0,1942.0,1887.0,255.0,7229.0,0.0353,0.1717,1.0901,0.03469123978993036,0.7372119117220459,9.624765221455819,1.0901,0.7372119117220459,0.18788294228055935,0,high
3401,Regional Centres and Other Regional Areas,1064.4443605,9,4596.0,4596.0,1387.0,200.0,1859.0,266.0,3826.0,609.0,108.0,36.0,2544.0,0.0142,0.0695,1.3403,0.014100124378781637,0.85027912628024,8.433159195806228,1.3403,0.85027912628024,0.11916375287812986,2,low
3407,Regional Centres and Other Regional Areas,1007.1039482,6,416.0,416.0,659.0,100.0,1336.0,28.0,313.0,45.0,12.0,5.0,212.0,0.0236,0.0895,2.0273,0.02332582530349669,1.1076711331564557,6.0330862217988015,2.0273,1.1076711331564557,0.15362291495737215,3,medium-high
3409,Regional Centres and Other Regional Areas,1024.7873989,7,987.0,987.0,780.0,180.0,1403.0,64.0,718.0,88.0,48.0,21.0,553.0,0.038,0.0891,1.7987,0.037295784743696894,1.029155023652888,6.895682697747868,1.7987,1.029155023652888,0.19493588689617927,3,medium-high
3412,Regional Centres and Other Regional Areas,915.17995714,2,295.0,295.0,566.0,100.0,837.0,44.0,227.0,28.0,17.0,4.0,123.0,0.0325,0.1938,1.4788,0.03198304585305077,0.9077745721058154,5.69035945432406,1.4788,0.9077745721058154,0.18027756377319948,0,high
3413,Regional Centres and Other Regional Areas,1078.5594199,10,196.0,196.0,900.0,126.0,1562.0,7.0,147.0,9.0,10.0,3.0,117.0,0.0256,0.0476,1.7356,0.025277807184268544,1.0063507902418038,5.2832037287379885,1.7356,1.0063507902418038,0.16,3,medium-high
3414,Regional Centres and Other Regional Areas,930.79959305,2,1719.0,1719.0,807.0,165.0,1082.0,162.0,1224.0,223.0,116.0,24.0,687.0,0.0349,0.1324,1.3408,0.0343048036919903,0.8504927512837228,7.450079569807499,1.3408,0.8504927512837228,0.18681541692269404,0,high
3415,Regional Centres and Other Regional Areas,1082.1633655,10,36.0,36.0,634.0,0.0,3125.0,4.0,34.0,0.0,0.0,0.0,31.0,0.0,0.1176,4.929,0.0,1.7798555647252308,3.6109179126442243,3.2444920000000024,1.445622142402026,0.0,1,medium-low
3418,Regional Centres and Other Regional Areas,959.92990071,3,2875.0,2875.0,800.0,198.0,1334.0,209.0,2120.0,280.0,223.0,27.0,1384.0,0.0195,0.0986,1.6675,0.019312311032372815,0.9811417041937713,7.964155718840937,1.6675,0.9811417041937713,0.1396424004376894,3,medium-high
3419,Regional Centres and Other Regional Areas,992.03296795,5,891.0,891.0,715.0,125.0,1121.0,84.0,657.0,71.0,57.0,16.0,427.0,0.0375,0.1279,1.5678,0.03681397312271631,0.9430495011748463,6.79346613258001,1.5678,0.9430495011748463,0.19364916731037085,3,medium-high
3420,Regional Centres and Other Regional Areas,1047.334215,8,283.0,283.0,455.0,138.0,1916.0,14.0,212.0,5.0,14.0,0.0,150.0,0.0,0.066,4.211,0.0,1.6507717759270777,5.648974238161206,3.2444920000000024,1.445622142402026,0.0,1,medium-low
3423,Regional Centres and Other Regional Areas,861.74865149,1,476.0,476.0,433.0,120.0,785.0,36.0,343.0,47.0,20.0,19.0,171.0,0.1111,0.105,1.8129,0.10535051560782598,1.0342159796401393,6.1675164908883415,1.8129,1.0342159796401393,0.3333166662499792,0,high
3424,Regional Centres and Other Regional Areas,955.72559686,3,750.0,750.0,500.0,100.0,1077.0,43.0,537.0,74.0,30.0,22.0,308.0,0.0714,0.0801,2.154,0.06896620446472292,1.1486714885408467,6.621405651764134,2.154,1.1486714885408467,0.2672077843177478,3,medium-high
3430,Regional Centres and Other Regional Areas,1044.5364265,8,303.0,303.0,2334.0,345.0,1699.0,28.0,223.0,32.0,14.0,3.0,162.0,0.0185,0.1256,0.7279,0.018330956684723457,0.546906798336939,5.717027701406222,0.7279,0.546906798336939,0.13601470508735444,2,low
3431,Regional Centres and Other Regional Areas,1075.0477062,9,4390.0,4390.0,2000.0,400.0,2150.0,385.0,3782.0,733.0,173.0,72.0,2355.0,0.0306,0.1018,1.075,0.030141156911986842,0.7299611536826616,8.387312270561717,1.075,0.7299611536826616,0.17492855684535902,2,low
3432,Regional Centres and Other Regional Areas,1044.021291,8,185.0,185.0,2000.0,550.0,1792.0,14.0,149.0,31.0,5.0,4.0,100.0,0.04,0.094,0.896,0.039220713153281295,0.6397464038328301,5.225746673713202,0.896,0.6397464038328301,0.2,2,low
3433,Regional Centres and Other Regional Areas,1066.2144212,9,207.0,207.0,2268.0,190.0,2222.0,19.0,178.0,38.0,4.0,7.0,109.0,0.0642,0.1067,0.9797,0.06222334318013186,0.6829453180753486,5.337538079701318,0.9797,0.6829453180753486,0.2533771891863985,2,low
3434,Regional Centres and Other Regional Areas,1049.6033503,8,6143.0,6143.0,1950.0,371.0,2071.0,580.0,5255.0,1149.0,228.0,95.0,3219.0,0.0295,0.1104,1.0621,0.029073247485707086,0.7237248810240835,8.723231274827508,1.0621,0.7237248810240835,0.17175564037317667,2,low
3435,Regional Centres and Other Regional Areas,1041.003656,8,3228.0,3228.0,1800.0,360.0,1887.0,325.0,2680.0,571.0,116.0,47.0,1621.0,0.029,0.1213,1.0483,0.028587456851912555,0.7170101808244729,8.079927770758275,1.0483,0.7170101808244729,0.17029386365926402,2,low
3437,Regional Centres and Other Regional Areas,1078.7482481,10,11715.0,11715.0,2167.0,421.0,2318.0,969.0,10141.0,1878.0,580.0,194.0,6101.0,0.0318,0.0956,1.0697,0.03130484982841249,0.7274036692380357,9.368710707947624,1.0697,0.7274036692380357,0.1783255450012701,2,low
3438,Regional Centres and Other Regional Areas,1082.6420804,10,2509.0,2509.0,1950.0,451.0,2279.0,186.0,2098.0,380.0,85.0,42.0,1270.0,0.0331,0.0887,1.1687,0.03256399087326267,0.7741279096922241,7.828038032125829,1.1687,0.7741279096922241,0.1819340539866025,2,low
3440,Regional Centres and Other Regional Areas,1095.5374994,10,2073.0,2073.0,2213.0,371.0,2353.0,152.0,1757.0,314.0,61.0,27.0,1041.0,0.0259,0.0865,1.0633,0.02557027611153001,0.7243066428090471,7.637234388789473,1.0633,0.7243066428090471,0.1609347693943108,2,low
3441,Regional Centres and Other Regional Areas,1114.6180823,10,1450.0,1450.0,2604.0,330.0,2647.0,68.0,1201.0,233.0,36.0,18.0,724.0,0.0249,0.0566,1.0165,0.024595046855380207,0.7013633353312858,7.280008252884188,1.0165,0.7013633353312858,0.157797338380595,2,low
3442,Regional Centres and Other Regional Areas,1065.4952142,9,8586.0,8586.0,2000.0,391.0,2124.0,821.0,7050.0,1282.0,430.0,145.0,4202.0,0.0345,0.1165,1.062,0.03391821820346067,0.7236763855947682,9.058004710672485,1.062,0.7236763855947682,0.1857417562100671,2,low
3444,Regional Centres and Other Regional Areas,1032.683071,7,10066.0,10066.0,1785.0,351.0,1663.0,884.0,7684.0,1380.0,675.0,166.0,4919.0,0.0337,0.115,0.9317,0.033144598592302024,0.6584004442301105,9.217018026729423,0.9317,0.6584004442301105,0.1835755975068582,2,low
3446,Regional Centres and Other Regional Areas,1039.8142344,8,1101.0,1101.0,1300.0,350.0,1614.0,67.0,854.0,206.0,40.0,24.0,559.0,0.0429,0.0785,1.2415,0.04200529414503013,0.8071452846133571,7.00488198971286,1.2415,0.8071452846133571,0.2071231517720798,3,medium-high
3447,Regional Centres and Other Regional Areas,1033.6300082,7,524.0,524.0,1534.0,277.0,1468.0,46.0,383.0,88.0,6.0,10.0,260.0,0.0385,0.1201,0.957,0.03777736433402994,0.6714126884139392,6.263398262591624,0.957,0.6714126884139392,0.19621416870348585,3,medium-high
3448,Regional Centres and Other Regional Areas,1030.1766176,7,981.0,981.0,1584.0,263.0,1455.0,80.0,774.0,178.0,14.0,22.0,491.0,0.0448,0.1034,0.9186,0.04382547954002956,0.6515957534017102,6.889591308354466,0.9186,0.6515957534017102,0.21166010488516723,2,low
3450,Regional Centres and Other Regional Areas,986.01089408,5,7588.0,7588.0,1362.0,300.0,1110.0,848.0,4738.0,794.0,747.0,111.0,2945.0,0.0377,0.179,0.815,0.03700672562909567,0.596085467716814,8.934455109403913,0.815,0.596085467716814,0.194164878389476,0,high
3451,Regional Centres and Other Regional Areas,1027.0270085,7,5819.0,5819.0,1517.0,305.0,1392.0,634.0,4530.0,962.0,284.0,99.0,2780.0,0.0356,0.14,0.9176,0.03498096889524552,0.6510744041380375,8.669055540725484,0.9176,0.6510744041380375,0.18867962264113208,2,low
3453,Regional Centres and Other Regional Areas,1029.5609514,7,1852.0,1852.0,1586.0,300.0,1594.0,163.0,1476.0,279.0,64.0,26.0,927.0,0.028,0.1104,1.005,0.027615167032973367,0.6956440607585325,7.52456122628536,1.005,0.6956440607585325,0.1673320053068151,2,low
3458,Regional Centres and Other Regional Areas,1057.6458503,9,2330.0,2330.0,1600.0,350.0,1537.0,163.0,1651.0,346.0,96.0,22.0,1081.0,0.0204,0.0987,0.9606,0.020194707285519278,0.6732505488454887,7.754052639035757,0.9606,0.6732505488454887,0.14282856857085702,2,low
3460,Regional Centres and Other Regional Areas,1002.2855126,6,2799.0,2799.0,1530.0,331.0,1183.0,318.0,1778.0,315.0,324.0,50.0,1231.0,0.0406,0.1789,0.7732,0.039797469874066085,0.5727858238887614,7.937374696163295,0.7732,0.5727858238887614,0.20149441679609884,0,high
3461,Regional Centres and Other Regional Areas,1028.4133659,7,4614.0,4614.0,1517.0,305.0,1369.0,297.0,3298.0,681.0,192.0,88.0,2205.0,0.0399,0.0901,0.9024,0.03912455468405003,0.6431162469543803,8.437067146936952,0.9024,0.6431162469543803,0.19974984355438177,2,low
3462,Regional Centres and Other Regional Areas,1007.0120993,6,1230.0,1230.0,1347.0,300.0,1146.0,115.0,917.0,206.0,38.0,18.0,539.0,0.0334,0.1254,0.8508,0.03285433687094718,0.6156179780507075,7.115582126184454,0.8508,0.6156179780507075,0.18275666882497066,3,medium-high
3463,Regional Centres and Other Regional Areas,1000.4086753,5,2588.0,2588.0,1300.0,268.0,1127.0,175.0,1816.0,365.0,107.0,51.0,1112.0,0.0459,0.0964,0.8669,0.04487775877808546,0.6242793012611448,7.859026979751538,0.8669,0.6242793012611448,0.2142428528562855,3,medium-high
3464,Regional Centres and Other Regional Areas,962.14727069,3,1192.0,1192.0,1092.0,223.0,1205.0,97.0,939.0,176.0,56.0,21.0,532.0,0.0395,0.1033,1.1035,0.03873982831593056,0.7436026240484385,7.084226422097916,1.1035,0.7436026240484385,0.19874606914351792,3,medium-high
3465,Regional Centres and Other Regional Areas,895.41258336,1,10111.0,10111.0,1070.0,240.0,911.0,1450.0,7148.0,1116.0,1042.0,221.0,3758.0,0.0588,0.2029,0.8514,0.05713619137080915,0.6159421096509738,9.221478116386638,0.8514,0.6159421096509738,0.24248711305964282,0,high
3467,Regional Centres and Other Regional Areas,922.92980245,2,1356.0,1356.0,1056.0,210.0,923.0,152.0,965.0,158.0,89.0,19.0,494.0,0.0385,0.1575,0.8741,0.03777736433402994,0.6281285441854969,7.213031659834869,0.8741,0.6281285441854969,0.19621416870348585,0,high
3468,Regional Centres and Other Regional Areas,944.26536319,2,267.0,267.0,943.0,233.0,1051.0,13.0,203.0,35.0,12.0,4.0,120.0,0.0333,0.064,1.1145,0.03275756423817219,0.7488183779304063,5.5909869805108565,1.1145,0.7488183779304063,0.1824828759089466,3,medium-high
3469,Regional Centres and Other Regional Areas,967.36956468,4,269.0,269.0,858.0,143.0,855.0,13.0,144.0,27.0,5.0,6.0,98.0,0.0612,0.0903,0.9965,0.05940034328144753,0.691395647521139,5.598421958998375,0.9965,0.691395647521139,0.24738633753705963,3,medium-high
3472,Regional Centres and Other Regional Areas,868.49989899,1,1492.0,1492.0,808.0,192.0,777.0,188.0,967.0,177.0,84.0,34.0,472.0,0.072,0.1944,0.9616,0.06952606264861023,0.6737604667597552,7.30854279753919,0.9616,0.6737604667597552,0.2683281572999748,0,high
3475,Regional Centres and Other Regional Areas,919.75365322,2,373.0,373.0,867.0,178.0,777.0,25.0,264.0,24.0,12.0,8.0,125.0,0.064,0.0947,0.8962,0.06203539091945264,0.6398518835017217,5.924255797414532,0.8962,0.6398518835017217,0.25298221281347033,3,medium-high
3477,Regional Centres and Other Regional Areas,1000.3067288,5,817.0,817.0,867.0,180.0,1224.0,57.0,605.0,76.0,15.0,11.0,391.0,0.0281,0.0942,1.4118,0.027712438566535786,0.8803733566873551,6.706862336602747,1.4118,0.8803733566873551,0.1676305461424021,3,medium-high
3478,Regional Centres and Other Regional Areas,927.22617019,2,2584.0,2584.0,867.0,185.0,927.0,270.0,1763.0,319.0,216.0,43.0,1073.0,0.0401,0.1531,1.0692,0.03931686237695038,0.727162059147223,7.85748078694253,1.0692,0.727162059147223,0.20024984394500786,0,high
3480,Regional Centres and Other Regional Areas,958.55435183,3,1805.0,1805.0,867.0,180.0,1147.0,152.0,1279.0,163.0,125.0,26.0,813.0,0.032,0.1188,1.323,0.03149866705937099,0.8428594537882721,7.498869733976931,1.323,0.8428594537882721,0.17888543819998318,3,medium-high
3482,Regional Centres and Other Regional Areas,1042.1142268,8,207.0,207.0,417.0,170.0,1166.0,13.0,129.0,11.0,5.0,0.0,64.0,0.0,0.1008,2.7962,0.0,1.3340005663987564,5.337538079701318,2.7962,1.3340005663987564,0.0,1,medium-low
3483,Regional Centres and Other Regional Areas,1007.0168049,6,882.0,882.0,704.0,152.0,1278.0,60.0,657.0,85.0,61.0,7.0,443.0,0.0158,0.0913,1.8153,0.01567647938500758,1.0350688278493252,6.78332520060396,1.8153,1.0350688278493252,0.12569805089976535,3,medium-high
3485,Regional Centres and Other Regional Areas,934.79695502,2,291.0,291.0,520.0,100.0,876.0,12.0,185.0,21.0,10.0,0.0,111.0,0.0,0.0649,1.6846,0.0,0.9875317410713986,5.676753802268282,1.6846,0.9875317410713986,0.0,1,medium-low
3487,Regional Centres and Other Regional Areas,971.11463926,4,82.0,82.0,382.0,100.0,1687.0,0.0,58.0,0.0,3.0,0.0,43.0,0.0,0.0,4.4162,0.0,1.6893944625500272,4.418840607796598,3.2444920000000024,1.445622142402026,0.0,1,medium-low
3488,Regional Centres and Other Regional Areas,978.70501503,4,89.0,89.0,867.0,53.0,1771.0,0.0,66.0,3.0,0.0,0.0,40.0,0.0,0.0,2.0427,0.0,1.1127452791340222,4.499809670330265,2.0427,1.1127452791340222,0.0,1,medium-low
3489,Regional Centres and Other Regional Areas,979.58570154,4,62.0,62.0,403.0,0.0,1125.0,10.0,47.0,0.0,0.0,0.0,23.0,0.0,0.2128,2.7916,0.0,1.3327880935967495,4.143134726391533,2.7916,1.3327880935967495,0.0,1,medium-low
3490,Regional Centres and Other Regional Areas,961.50885448,3,1292.0,1292.0,712.0,163.0,1151.0,94.0,846.0,124.0,107.0,21.0,573.0,0.0366,0.1111,1.6166,0.035946126773469124,0.9618757650946388,7.164720378771857,1.6166,0.9618757650946388,0.19131126469708992,3,medium-high
3491,Regional Centres and Other Regional Areas,978.79833092,4,149.0,149.0,109.0,173.0,1018.0,16.0,112.0,7.0,8.0,0.0,61.0,0.0,0.1429,9.3394,0.0,2.335961840317343,5.0106352940962555,3.2444920000000024,1.445622142402026,0.0,1,medium-low
3494,Regional Centres and Other Regional Areas,957.32384837,3,641.0,641.0,1114.0,150.0,1147.0,28.0,426.0,49.0,87.0,16.0,331.0,0.0483,0.0657,1.0296,0.04716980447638992,0.7078387293029351,6.464588303689961,1.0296,0.7078387293029351,0.2197726097583591,3,medium-high
3496,Regional Centres and Other Regional Areas,931.32032556,2,6464.0,6464.0,1083.0,235.0,1336.0,725.0,4842.0,846.0,523.0,155.0,3001.0,0.0516,0.1497,1.2336,0.050312813873589095,0.8036146335859163,8.774158291205957,1.2336,0.8036146335859163,0.22715633383201095,0,high
3498,Regional Centres and Other Regional Areas,1020.2041942,7,5977.0,5977.0,1343.0,260.0,1606.0,497.0,4668.0,855.0,351.0,101.0,3028.0,0.0334,0.1065,1.1958,0.03285433687094718,0.786546444818495,8.695841342843883,1.1958,0.786546444818495,0.18275666882497066,2,low
3500,Regional Centres and Other Regional Areas,915.50555206,2,34565.0,34565.0,1300.0,280.0,1295.0,5118.0,25064.0,3828.0,4883.0,932.0,15739.0,0.0592,0.2042,0.9962,0.057513906200606715,0.691245373270349,10.450625818960438,0.9962,0.691245373270349,0.2433105012119288,0,high
3501,Regional Centres and Other Regional Areas,1058.3784195,9,2146.0,2146.0,1733.0,231.0,2055.0,120.0,1833.0,335.0,67.0,31.0,1135.0,0.0273,0.0655,1.1858,0.026934001240080944,0.7819818942604361,7.671826797878781,1.1858,0.7819818942604361,0.16522711641858306,2,low
